path,inspect_model_name,epoch_model_name,epoch_model_publication_date,epoch_organization,benchmark,task_args,prompt_schema,total_samples,mean_accuracy,std_accuracy,mean_input_tokens,mean_output_tokens,num_runs,filenames
zero_shot/lab-bench-litqa2/gpt-3.5-turbo,openai/gpt-3.5-turbo,GPT-3.5 Turbo,2022-11-30,OpenAI,lab-bench-litqa2,"{'subset': 'LitQA2', 'split': 'train'}",zero_shot,199,0.3155778894472362,0.03773866001109263,21534,927,10,"['2024-09-11T21-16-09-04-00_benchmarks-run_673U2SQWfxrJt4Jrs3YKVo.json', '2024-11-07T21-00-43-05-00_lab-bench_gxH9QDZAjBd4A2LyhjJScx.json', '2024-11-07T21-00-52-05-00_lab-bench_jZoqrTRXnDgkYGhHrtjU7s.json', '2024-11-07T21-01-02-05-00_lab-bench_BiPFwTHAc8sBzQGkX43QXy.json', '2024-11-07T21-01-14-05-00_lab-bench_5yHU3kggpotf66T6Eio4An.json', '2024-11-07T21-01-23-05-00_lab-bench_mVL9t8x7eCGVt7XwBBxxDd.json', '2024-11-07T21-01-35-05-00_lab-bench_Fyx2RpjCkiN7U5FXqib48j.json', '2024-11-07T21-01-45-05-00_lab-bench_ePBYExbJr4anRGFwj6fTyk.json', '2024-11-07T21-01-55-05-00_lab-bench_2PDzvbqf4XSUvZKjcsjJvh.json', '2024-11-07T21-02-06-05-00_lab-bench_TgNeLU637WaiMdyDd7KDLH.json']"
zero_shot/lab-bench-protocolqa/gpt-3.5-turbo,openai/gpt-3.5-turbo,GPT-3.5 Turbo,2022-11-30,OpenAI,lab-bench-protocolqa,"{'subset': 'ProtocolQA', 'split': 'train'}",zero_shot,108,0.3111111111111111,0.04903426446477902,198627,450,10,"['2024-09-20T13-18-18-04-00_benchmarks-lab-bench_fyzvp79B4xCgkEcVMh7MhT.json', '2024-11-07T22-55-52-05-00_lab-bench_hVoKnwgyvB2FR4MwnnScq7.json', '2024-11-07T22-55-59-05-00_lab-bench_N6TpkoUgX5UTuofAmfuRN5.json', '2024-11-07T22-56-06-05-00_lab-bench_FVNZY8oykyLHHgc6qXCBCd.json', '2024-11-07T22-56-13-05-00_lab-bench_X3fibiu79bMqs6UpXXzhxG.json', '2024-11-07T22-56-19-05-00_lab-bench_oBNJsU2F9jkU3fAiRm8N5X.json', '2024-11-07T22-56-25-05-00_lab-bench_hrnXQdiTQauTxmhvzuPexr.json', '2024-11-07T22-56-31-05-00_lab-bench_QsFWrS3shKnKhghyiXfYsD.json', '2024-11-07T22-56-38-05-00_lab-bench_5iFTfGnPHj3eRHEJRSWuBJ.json', '2024-11-07T22-56-46-05-00_lab-bench_9GSbiXy3WA85iBfzhCQNRD.json']"
zero_shot/mmlu/gpt-3.5-turbo,openai/gpt-3.5-turbo,GPT-3.5 Turbo,2022-11-30,OpenAI,mmlu,"{'subtasks': 'biology', 'split': 'test'}",zero_shot,1300,0.7073846153846153,0.007299365476372537,185690,6848,10,"['2024-09-11T09-30-52-04-00_benchmarks-run_Cb7YUrUbDfsBThQwFkxLvS.json', '2025-01-21T15-51-38-05-00_mmlu_mejTADAhTR4yc68D77JRBj.json', '2025-01-21T15-53-03-05-00_mmlu_iFXbbDyfnKkrLNMYBcZ6LZ.json', '2025-01-21T15-54-27-05-00_mmlu_5oCYY5QkTpcUoJq4G3JA2n.json', '2025-01-21T15-55-51-05-00_mmlu_mvsRii2XWeAfjVfLJdLMuC.json', '2025-01-21T15-57-15-05-00_mmlu_TvcsNvP2C2RPAcjg9rNwqs.json', '2025-01-21T15-58-41-05-00_mmlu_LNiSFySeh3kRG7StExdW6o.json', '2025-01-21T16-01-07-05-00_mmlu_MouJxsZ6biDSpcuyXkecUb.json', '2025-01-21T16-03-47-05-00_mmlu_GacxkUtCKCXayaBwFHENFe.json', '2025-01-21T16-05-11-05-00_mmlu_ki8kBgGfdUAmFc85LDjpZi.json']"
zero_shot/pubmedqa/gpt-3.5-turbo,openai/gpt-3.5-turbo,GPT-3.5 Turbo,2022-11-30,OpenAI,pubmedqa,"{'subset': 'pubmed_qa_labeled_fold0_bigbio_qa', 'split': 'test'}",zero_shot,500,0.7,0.007659416862050689,192048,2460,10,"['2024-09-19T17-06-01-04-00_benchmarks-pubmedqa_mWU6GV2kdAj4Rt2VQU4MyV.json', '2025-01-21T16-22-16-05-00_pubmedqa_V4T5BtLpKfger3nEd8pjFy.json', '2025-01-21T16-22-41-05-00_pubmedqa_YcrGRh73hk7bGzXCLyViGK.json', '2025-01-21T16-23-03-05-00_pubmedqa_aK3wQnaARrmDv2vL6kcZBP.json', '2025-01-21T16-23-25-05-00_pubmedqa_6Ri6oaAfvFVtQ9rJVRU2J2.json', '2025-01-21T16-23-49-05-00_pubmedqa_cGrSgmmJAWw3oeAuu8HZ2y.json', '2025-01-21T16-24-12-05-00_pubmedqa_2BobpoE4QPKwnZgha9ZyXF.json', '2025-01-21T16-24-35-05-00_pubmedqa_MjDvYsuGXTAyRVy5WqJ6BE.json', '2025-01-21T16-24-57-05-00_pubmedqa_domgaeg4V5EcTa9EHDcQMz.json', '2025-01-21T16-25-20-05-00_pubmedqa_QtWhdPEL9EtfddbmkS5ryT.json']"
zero_shot/wmdp/gpt-3.5-turbo,openai/gpt-3.5-turbo,GPT-3.5 Turbo,2022-11-30,OpenAI,wmdp,{'subset': 'wmdp-bio'},zero_shot,1273,0.7107619795758051,0.006149820932428243,171996,6447,10,"['2024-09-11T15-48-54-04-00_benchmarks-run_eqyznZ75QPV4PKLGqiSSbJ.json', '2025-01-22T09-54-42-05-00_wmdp_WXPf8p4BpRFErYJGkNLCB3.json', '2025-01-22T09-56-00-05-00_wmdp_MbN89N9NArkwvHiyJY888X.json', '2025-01-22T09-57-13-05-00_wmdp_J9YMLhwTLqnUHysRHM9ssR.json', '2025-01-22T09-59-19-05-00_wmdp_85LtS5YvRFkEdaxGwwmC7g.json', '2025-01-22T10-00-38-05-00_wmdp_RpzRWfuPKyd6WFop9C3nab.json', '2025-01-22T10-01-53-05-00_wmdp_HEBoNmDhKm6GkrhKmwSoJG.json', '2025-01-22T10-03-09-05-00_wmdp_MAunxxSVJeCyecpZp2LsHd.json', '2025-01-22T10-04-25-05-00_wmdp_EfB3WTCSFqnM7C7GP4qqyH.json', '2025-01-22T10-05-38-05-00_wmdp_FXQBcGSBAkyMetpeWrM5WZ.json']"
zero_shot/vct/gpt-3.5-turbo-0125,openai/gpt-3.5-turbo-0125,GPT-3.5 Turbo,2022-11-30,OpenAI,vct,"{'mode': 'mr', 'subtasks': 'no_images'}",zero_shot,101,0.11386138613861385,0.0210031717184123,35867,667,10,"['2025-02-08T14-18-31-05-00_vct_goNgerKYPnkFd95uqtXAGN.json', '2025-02-08T14-18-36-05-00_vct_2JfEK4NNubJBztEBQdJGHj.json', '2025-02-08T14-18-40-05-00_vct_5FsSRtrtKSwvNJXng4xNB3.json', '2025-02-08T14-18-46-05-00_vct_NP5Ad2oveRBWpb5hJkLNjt.json', '2025-02-08T14-18-53-05-00_vct_F8iicAr8sa3wFf6gsmpCU8.json', '2025-02-08T14-19-00-05-00_vct_eqe3pLkXMyYunxYLE6uZBe.json', '2025-02-08T14-19-04-05-00_vct_VnDhmG4NRB67BxdgnQrLKz.json', '2025-02-08T14-19-09-05-00_vct_F7pB92TmmpCtwR8SX3Zeaa.json', '2025-02-08T14-19-14-05-00_vct_HQF3Pb4n7KhRZxAXqe5bX8.json', '2025-02-08T14-19-20-05-00_vct_PedNRjsRzL39SdhszW2rR4.json']"
zero_shot/gpqa/gpt-4,openai/gpt-4,GPT-4,2023-03-15,OpenAI,gpqa,"{'subset': 'gpqa_main', 'subtasks': ['Biology'], 'split': 'train'}",zero_shot,78,0.573076923076923,0.03367673214503511,24104,638,10,"['2024-09-10T11-27-51-04-00_benchmarks-run_2FZaXVSwzbfweGWvVVuy4h.json', '2024-11-07T18-40-25-05-00_gpqa_FNckWgs5Jscdcm4YGkoAsw.json', '2024-11-07T18-40-34-05-00_gpqa_5sg2ns7G8PsT8WL8VPeYgF.json', '2024-11-07T18-40-41-05-00_gpqa_JFMjUx3t2FEZ2Yc7GaWGGw.json', '2024-11-07T18-40-49-05-00_gpqa_fmTX75wr3awaepKU92nBTe.json', '2024-11-07T18-40-56-05-00_gpqa_iKZ8i6UrCmgbtcU8ULfYZY.json', '2024-11-07T18-41-03-05-00_gpqa_aYBwkPK9CDHkfhD3mLYgte.json', '2024-11-07T18-41-12-05-00_gpqa_5DTDWVediQrx4xuns3xFYT.json', '2024-11-07T18-41-20-05-00_gpqa_Gq9LQfwPigoSYVxtMAWyUi.json', '2024-11-07T18-41-28-05-00_gpqa_5uUe6CVhUtbCN9yvHUJGgn.json']"
zero_shot/lab-bench-cloningscenarios/gpt-4,openai/gpt-4,GPT-4,2023-03-15,OpenAI,lab-bench-cloningscenarios,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.2666666666666667,0.05678169423254624,135523,212,10,"['2024-09-20T12-26-06-04-00_benchmarks-lab-bench_9JP5tryPTicS4T4Y5CSsB9.json', '2024-11-07T19-38-55-05-00_lab-bench_b8Kk9izaeBsrXtTbhuy8Bt.json', '2024-11-07T19-39-01-05-00_lab-bench_MqcFkoKWrTbimeniAPKmMP.json', '2024-11-07T19-39-06-05-00_lab-bench_gEaoRF63b3Vb8SHinoBSn5.json', '2024-11-07T19-39-26-05-00_lab-bench_XJsQQ5BukW8F5iaqdX3gjM.json', '2024-11-07T19-39-51-05-00_lab-bench_6ijTnL5ZGPJjmrdtPDESha.json', '2024-11-07T19-40-17-05-00_lab-bench_6fEaXWMPgJqAJxTbmZp3z2.json', '2024-11-07T19-40-42-05-00_lab-bench_SeAV9RcxgkehtYezfZzLb7.json', '2024-11-07T19-41-07-05-00_lab-bench_2wt9452RLmjs4YeDXi9HsN.json', '2024-11-07T19-41-26-05-00_lab-bench_XnerUUqg5eHXUXNCG33Kx7.json']"
zero_shot/lab-bench-litqa2/gpt-4,openai/gpt-4,GPT-4,2023-03-15,OpenAI,lab-bench-litqa2,"{'subset': 'LitQA2', 'split': 'train'}",zero_shot,199,0.3266331658291457,0.025623213636144632,21534,1615,10,"['2024-09-11T21-15-09-04-00_benchmarks-run_YymSwZvRa4XAyoGtwC4Ujq.json', '2024-11-07T20-56-26-05-00_lab-bench_MV7twJLiCkxE2U4B9yeHBi.json', '2024-11-07T20-56-46-05-00_lab-bench_6RwDgT4kZVFz8g8gs7bMeU.json', '2024-11-07T20-57-03-05-00_lab-bench_L4edDqaCY8T8SaUFqvZ4oC.json', '2024-11-07T20-57-19-05-00_lab-bench_CpQJAWE5vLXUigGyKcgcJ7.json', '2024-11-07T20-57-36-05-00_lab-bench_cJwZNWxSFuvUSGEMFNkwH4.json', '2024-11-07T20-57-53-05-00_lab-bench_CUxRjyCrxVDsJH6STbkuGJ.json', '2024-11-07T20-58-10-05-00_lab-bench_29xUrcRBKTUHdmci5ywnXd.json', '2024-11-07T20-58-27-05-00_lab-bench_9MdmshocuGSbjYYHzRpRd2.json', '2024-11-07T20-58-44-05-00_lab-bench_RUL6xujZhjGL8YtMXwGYKA.json']"
zero_shot/lab-bench-protocolqa/gpt-4,openai/gpt-4,GPT-4,2023-03-15,OpenAI,lab-bench-protocolqa,"{'subset': 'ProtocolQA', 'split': 'train'}",zero_shot,108,0.4888888888888888,0.035674526609382466,198628,1029,10,"['2024-09-20T13-13-39-04-00_benchmarks-lab-bench_eVSi6SwiFc4kAJ26iWsxT7.json', '2024-11-07T22-44-36-05-00_lab-bench_7m2MeB4BGMxZpoaM3tUhCa.json', '2024-11-07T22-44-50-05-00_lab-bench_GbYooaucxHQMDwMSbTvV6M.json', '2024-11-07T22-45-03-05-00_lab-bench_ifCFMyktJUDuphzGq6xkZg.json', '2024-11-07T22-45-41-05-00_lab-bench_QDsgzs52ktKcg7JetGP6Wp.json', '2024-11-07T22-46-25-05-00_lab-bench_kRqyH3DG6fu49ZDurpLnUC.json', '2024-11-07T22-46-59-05-00_lab-bench_ABMqhBQgYq7xatANrCjBth.json', '2024-11-07T22-47-41-05-00_lab-bench_XVAQFFBDWpLbcE8be4Edyi.json', '2024-11-07T22-48-15-05-00_lab-bench_3WHdNYc6wQhZwMeo57u8me.json', '2024-11-07T22-49-00-05-00_lab-bench_7bGsmA28HyH3TuwUHDt3mW.json']"
zero_shot/mmlu/gpt-4,openai/gpt-4,GPT-4,2023-03-15,OpenAI,mmlu,"{'subtasks': 'biology', 'split': 'test'}",zero_shot,1300,0.8446923076923076,0.003000109575031532,185690,8322,10,"['2024-09-11T09-21-04-04-00_benchmarks-run_62xXKqKcx8wK6Xy7XzTGhc.json', '2024-11-08T10-03-55-05-00_mmlu_cUpYXErcg5fssAT5XDteqX.json', '2024-11-08T10-06-06-05-00_mmlu_Axesu7WH4qQNAJCJr46vk3.json', '2024-11-08T10-08-13-05-00_mmlu_i7YnKAcu3eSkmF63vXM75E.json', '2024-11-08T10-10-23-05-00_mmlu_Mfwa3GduGgzdHgRkuVeYsf.json', '2024-11-08T10-12-30-05-00_mmlu_mXrxUC9PQn54thm6cyTBVw.json', '2025-01-21T16-09-21-05-00_mmlu_4BhHsRN7HhuuXqTPBAy9gB.json', '2025-01-21T16-11-40-05-00_mmlu_QEjUL8ZhatHbiLYNdBwwGk.json', '2025-01-21T16-14-00-05-00_mmlu_NUq6sDhE538Quew7DgXy3h.json', '2025-01-21T16-16-11-05-00_mmlu_j9EYd5VCSfja67i22Qyp8d.json']"
zero_shot/pubmedqa/gpt-4,openai/gpt-4,GPT-4,2023-03-15,OpenAI,pubmedqa,"{'subset': 'pubmed_qa_labeled_fold0_bigbio_qa', 'split': 'test'}",zero_shot,500,0.7034,0.005891613625409525,192048,3179,10,"['2024-09-19T16-58-40-04-00_benchmarks-pubmedqa_5qGSGKwDbLahUAA4mhyzNy.json', '2025-01-21T16-36-46-05-00_pubmedqa_9s7oTEKetEAFKnW7ATRssc.json', '2025-01-21T16-37-43-05-00_pubmedqa_MtHJcvcQafLf7g3dkXMYCf.json', '2025-01-21T16-38-29-05-00_pubmedqa_n657iKo55D9gxfp8qXxRuj.json', '2025-01-21T16-39-18-05-00_pubmedqa_VsNgK2nUBggjEmmDLWpcoa.json', '2025-01-21T16-40-11-05-00_pubmedqa_GfXXY9JKqXmfAkQCZSHHp7.json', '2025-01-21T16-41-03-05-00_pubmedqa_J9ys9FDwX6HgtSBTB2ixwV.json', '2025-01-21T16-41-48-05-00_pubmedqa_dxeEoJUwGrHUoj9QEeFjo9.json', '2025-01-21T16-42-37-05-00_pubmedqa_FKJsVTdpUnx6bRE7Nd488U.json', '2025-01-21T16-43-21-05-00_pubmedqa_MtXsDLJMhX7KYfe2F5qoNo.json']"
zero_shot/wmdp/gpt-4,openai/gpt-4,GPT-4,2023-03-15,OpenAI,wmdp,{'subset': 'wmdp-bio'},zero_shot,1273,0.8151610369206598,0.002697168218238931,171996,9624,10,"['2024-09-11T15-41-52-04-00_benchmarks-run_c42KyWovZdmXtAvKXJm84z.json', '2025-01-21T17-02-17-05-00_wmdp_6mpJcZ7Vfgd2mfqWycfP3k.json', '2025-01-21T17-04-20-05-00_wmdp_bC6pL9vXfycXQAuWYjVZPf.json', '2025-01-21T17-06-31-05-00_wmdp_bHNm3GM7ibki5zNGtLFeRM.json', '2025-01-21T17-08-36-05-00_wmdp_42JR8UiRDkHAtvt6yGgfys.json', '2025-01-21T17-10-35-05-00_wmdp_YKqzoPJhuGUbR2vVuGqemd.json', '2025-01-21T17-12-52-05-00_wmdp_9H4zg92NoGzqXG2aFmX9my.json', '2025-01-21T17-14-57-05-00_wmdp_FQdtVmU4dmr8jbgV37QkeL.json', '2025-01-21T17-17-12-05-00_wmdp_SBnRY6HpX99sG4DNMqhU9h.json', '2025-01-21T17-19-19-05-00_wmdp_V4NvsRm2yfBQxLYVQJMJWs.json']"
zero_shot/vct/gpt-4-0613,openai/gpt-4-0613,GPT-4,2023-03-15,OpenAI,vct,"{'mode': 'mr', 'subtasks': 'no_images'}",zero_shot,101,0.1584158415841584,0.01143267859781437,35867,821,10,"['2025-02-08T14-16-51-05-00_vct_FRALQYaC8wGBzbMBt5sZmW.json', '2025-02-08T14-17-04-05-00_vct_2UcP3ef9xyRmPvLYT6muzk.json', '2025-02-08T14-17-14-05-00_vct_SAPPn8R7ogMe4dGesp9qWx.json', '2025-02-08T14-17-24-05-00_vct_aiNTugjspJgMBCTwRpLggq.json', '2025-02-08T14-17-34-05-00_vct_GYtqbBdmEwNmA59wLtFt47.json', '2025-02-08T14-17-44-05-00_vct_ecTwJy58BU9Z5oUcFpZtGY.json', '2025-02-08T14-17-53-05-00_vct_6W8a4GKsYTXJ5rmTfF2ysN.json', '2025-02-08T14-18-02-05-00_vct_hDqRY6VXcXpwEUPg6DQFcf.json', '2025-02-08T14-18-10-05-00_vct_EAVQaCTMLMGXpMPpcbxNJr.json', '2025-02-08T14-18-20-05-00_vct_a2LkCmehCimnmAC82XERsn.json']"
zero_shot/gpqa/gpt-4-turbo,openai/gpt-4-turbo,GPT-4 Turbo,2023-11-06,OpenAI,gpqa,"{'subset': 'gpqa_main', 'subtasks': ['Biology'], 'split': 'train'}",zero_shot,78,0.6666666666666667,0.04273504273504274,24106,312,10,"['2024-09-10T11-29-11-04-00_benchmarks-run_UxzCAF9qiohE388n6od9FU.json', '2024-11-07T18-41-35-05-00_gpqa_iUoQRUCYxu3TDdT2yknKt7.json', '2024-11-07T18-41-42-05-00_gpqa_AqEqELCkrePeCG967L4qLA.json', '2024-11-07T18-41-48-05-00_gpqa_TAVpoxsGj3fvipVbaFV6QV.json', '2024-11-07T18-41-54-05-00_gpqa_VLeDdJb9zFrcRXEKsVoaTL.json', '2024-11-07T18-42-04-05-00_gpqa_N5VhvTbsnKCZKDyfBMYoEN.json', '2024-11-07T18-42-10-05-00_gpqa_BqnniPJKdskzGyZC2S8AJU.json', '2024-11-07T18-42-16-05-00_gpqa_JgVwYEU3UhMehf3hPfwHoC.json', '2024-11-07T18-42-22-05-00_gpqa_ggT8ajqzj4dDnh5YASpwuA.json', '2024-11-07T18-42-27-05-00_gpqa_mC9Dct9GDVhepB4QJ3XyRQ.json']"
zero_shot/lab-bench-cloningscenarios/gpt-4-turbo,openai/gpt-4-turbo,GPT-4 Turbo,2023-11-06,OpenAI,lab-bench-cloningscenarios,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.3333333333333333,0.05713994191406444,196757,132,10,"['2024-09-20T12-27-49-04-00_benchmarks-lab-bench_2h7N4P8im2UUC9cPbdPLnC.json', '2024-11-07T19-41-51-05-00_lab-bench_M7mQDewEjDAj3xa6untziu.json', '2024-11-07T19-41-59-05-00_lab-bench_LWCp5ZxYDCRds6tPUyuQNv.json', '2024-11-07T19-42-17-05-00_lab-bench_JesBuoAz8yLQhYHBwepBx3.json', '2024-11-07T19-42-53-05-00_lab-bench_FHehHTkyUX5LfEaFX7zdhi.json', '2024-11-07T19-43-19-05-00_lab-bench_TZhc57NJRt629foKHsTKcJ.json', '2024-11-07T19-43-53-05-00_lab-bench_6vSb2AU7pTQtnzyQWJNxbt.json', '2024-11-07T19-44-20-05-00_lab-bench_WNJmPoftntHdTheWGCHxFX.json', '2024-11-07T19-44-49-05-00_lab-bench_SBnBfyte2KawRHn44WwmyL.json', '2024-11-07T19-45-26-05-00_lab-bench_9Lk8DiMMBMCSNPTZ9tAUs8.json']"
zero_shot/lab-bench-litqa2/gpt-4-turbo,openai/gpt-4-turbo,GPT-4 Turbo,2023-11-06,OpenAI,lab-bench-litqa2,"{'subset': 'LitQA2', 'split': 'train'}",zero_shot,199,0.3874371859296482,0.023021925693170762,21534,796,10,"['2024-09-11T21-15-32-04-00_benchmarks-run_FwrsrDKdC2n5d9UGayhfFX.json', '2024-11-07T20-59-02-05-00_lab-bench_QTmJ2fhNJqBKubkKLgJTFY.json', '2024-11-07T20-59-13-05-00_lab-bench_XRvMFSVTHJe37DrVXWA8Xm.json', '2024-11-07T20-59-24-05-00_lab-bench_aDfCkMhJHesoXsFybGTvUL.json', '2024-11-07T20-59-35-05-00_lab-bench_ALTFe5U8PpQ6oFbEVTMCTq.json', '2024-11-07T20-59-46-05-00_lab-bench_fmDYiYANue9nCrYEmH9tb8.json', '2024-11-07T20-59-57-05-00_lab-bench_PgSxgMgb5gLVYFoxi2sakx.json', '2024-11-07T21-00-08-05-00_lab-bench_WygiGCxNbLHZFSfWFqx2rn.json', '2024-11-07T21-00-20-05-00_lab-bench_mS7ait2SkM6wSaLH7mADCo.json', '2024-11-07T21-00-31-05-00_lab-bench_HiU3a8GiAKfBenDZsHHFpA.json']"
zero_shot/lab-bench-protocolqa/gpt-4-turbo,openai/gpt-4-turbo,GPT-4 Turbo,2023-11-06,OpenAI,lab-bench-protocolqa,"{'subset': 'ProtocolQA', 'split': 'train'}",zero_shot,108,0.5620370370370369,0.024322084326969827,198626,432,10,"['2024-09-20T13-17-51-04-00_benchmarks-lab-bench_FKG6vdqJ6n38sC3s3ZwW5V.json', '2024-11-07T22-49-40-05-00_lab-bench_kzx92J3Sk8danXXi6DQFvU.json', '2024-11-07T22-49-49-05-00_lab-bench_CegPSU5P4vMQAp4Qtadmfh.json', '2024-11-07T22-50-20-05-00_lab-bench_35MEhVGjYd7h7dcCUxdfcd.json', '2024-11-07T22-51-12-05-00_lab-bench_Rhhtoggy9UizaQ3PmmtL6M.json', '2024-11-07T22-51-54-05-00_lab-bench_XVecCPnqcbW7oz5SV5ixwy.json', '2024-11-07T22-52-43-05-00_lab-bench_Zpd4AkyE4GMfZrMffXikCb.json', '2024-11-07T22-53-29-05-00_lab-bench_dHer6mvqf6ZzyHwwbtFY4o.json', '2024-11-07T22-54-19-05-00_lab-bench_EvhuoLVthwEaB8UVLfTupi.json', '2024-11-07T22-55-03-05-00_lab-bench_2w6UhLYeUgEkhkwA5nDvwC.json']"
zero_shot/mmlu/gpt-4-turbo,openai/gpt-4-turbo,GPT-4 Turbo,2023-11-06,OpenAI,mmlu,"{'subtasks': 'biology', 'split': 'test'}",zero_shot,1300,0.861,0.0022948359831040407,185690,6399,10,"['2024-09-11T09-26-05-04-00_benchmarks-run_Et4yvoG2QLWcRHtUU97qme.json', '2025-01-21T15-52-34-05-00_mmlu_n7o9igoY7evrwZjD5dqeie.json', '2025-01-21T15-54-34-05-00_mmlu_Ldh8Sed48mLqfJsWqQH7ew.json', '2025-01-21T15-56-28-05-00_mmlu_AtUfnTBp3gjmzSRit6BamA.json', '2025-01-21T15-58-22-05-00_mmlu_oFiwgKyKb67KdtzZJxREoG.json', '2025-01-21T16-00-14-05-00_mmlu_AX4kVM4QJaGP8jnJcfEuhd.json', '2025-01-21T16-02-06-05-00_mmlu_GLEjnwXTYbnnavz2KGapkE.json', '2025-01-21T16-04-01-05-00_mmlu_5YZVKKtXddhnC85G89vKA8.json', '2025-01-21T16-06-05-05-00_mmlu_TFDBXbdMWNBUKbZrXFrCFf.json', '2025-01-21T16-08-05-05-00_mmlu_fMUd6kYq36hQ52NgKxRGD2.json']"
zero_shot/pubmedqa/gpt-4-turbo,openai/gpt-4-turbo,GPT-4 Turbo,2023-11-06,OpenAI,pubmedqa,"{'subset': 'pubmed_qa_labeled_fold0_bigbio_qa', 'split': 'test'}",zero_shot,500,0.7502000000000001,0.008080154013933707,192048,2450,10,"['2024-09-19T17-04-17-04-00_benchmarks-pubmedqa_ZYoRgyn6hS5uyNbfQbZ3M9.json', '2025-01-21T16-28-29-05-00_pubmedqa_ENDiFZFwfAQnseYCvrDk7k.json', '2025-01-21T16-29-08-05-00_pubmedqa_79WEGj3V4w58pwoumxPkfP.json', '2025-01-21T16-29-47-05-00_pubmedqa_QtFyP9ZK6LCpxHF2exgBhY.json', '2025-01-21T16-31-54-05-00_pubmedqa_KHDPa6AvPaxEYSphpuAeem.json', '2025-01-21T16-32-29-05-00_pubmedqa_5FiVu8Z6SYqtb7FjaM7Zy2.json', '2025-01-21T16-33-07-05-00_pubmedqa_gM6TUB9cjWGRiHpvbSsA2U.json', '2025-01-21T16-33-50-05-00_pubmedqa_Vx5KypodbjKDZGgFBE56gC.json', '2025-01-21T16-34-29-05-00_pubmedqa_MuerHYbmHWZ6bQTkHP2g49.json', '2025-01-21T16-35-12-05-00_pubmedqa_VfwmmuJDUntvWRmd8wZSU2.json']"
zero_shot/wmdp/gpt-4-turbo,openai/gpt-4-turbo,GPT-4 Turbo,2023-11-06,OpenAI,wmdp,{'subset': 'wmdp-bio'},zero_shot,1273,0.8327572663000786,0.0029958506907491233,171996,6238,10,"['2024-09-11T15-46-16-04-00_benchmarks-run_B563bBY8w5sXbZVB2RxXy5.json', '2025-01-21T17-26-15-05-00_wmdp_6EbWekPfHgN5ccJeCFqpjV.json', '2025-01-21T17-27-54-05-00_wmdp_KYUNTgP8GDzzS4H5qxSSk7.json', '2025-01-21T17-29-34-05-00_wmdp_dBVb59h94WHQwwQXB5tAv9.json', '2025-01-21T17-31-16-05-00_wmdp_ToUYDJwy36expP7aXH7WfF.json', '2025-01-21T17-32-55-05-00_wmdp_7bPPHZKCFhTVKjPun8UBZF.json', '2025-01-21T17-34-34-05-00_wmdp_hLrSPGy2HgkidZXaj64XgA.json', '2025-01-21T17-36-11-05-00_wmdp_V4g44dYwBPXwdF4XP33Tof.json', '2025-01-21T17-37-50-05-00_wmdp_QVyKWUgWLGygkVUtQzB6Qn.json', '2025-01-21T20-48-44-05-00_wmdp_TTtEt9Lk9wMJbF9j2uXgn4.json']"
zero_shot/vct/gpt-4-turbo-2024-04-09,openai/gpt-4-turbo-2024-04-09,GPT-4 Turbo,2023-11-06,OpenAI,vct,"{'mode': 'mr', 'subtasks': 'no_images'}",zero_shot,101,0.2544554455445544,0.014796377406904211,35867,635,10,"['2025-02-08T14-19-24-05-00_vct_aCmTcL9mwyGydwV4foQZhA.json', '2025-02-08T14-19-35-05-00_vct_VUXs6Sqf6ffvzD7KH8Qdk2.json', '2025-02-08T14-19-44-05-00_vct_Cw5YqrNgCxHT43vNMfZHCf.json', '2025-02-08T14-19-51-05-00_vct_8QDrX45eiBjbk72x2Pvk4q.json', '2025-02-08T14-20-01-05-00_vct_CtS3HZjxWh7YUkuMb3PCTo.json', '2025-02-08T14-20-10-05-00_vct_LF3bqTMQEVcMiTY6zFvTyP.json', '2025-02-08T14-20-18-05-00_vct_JBvgjCmiZS4ncF977Xv9kC.json', '2025-02-08T14-20-25-05-00_vct_QUychMJh8rzgobB4AQx6CU.json', '2025-02-08T14-20-32-05-00_vct_kzEptyK9GYZM8sr3ujic4R.json', '2025-02-08T14-20-40-05-00_vct_5WM9STjBW59AveJLLAAqVy.json']"
